Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A12002_001,SE_A12002_002,SE_A12002_003,SE_A12002_004,SE_A12002_005,SE_A12002_006,SE_A12002_007,SE_A12002_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017
48201223001,14000US48201223001,"Census Tract 2230.01, Harris County, Texas","Census Tract 2230.01, Harris County, Texas",tx,140,0,ACSSF,6623,,,,,48,201,,,,223001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,3655.649,1.198419066,4381,445,469,456,332,458,787,530,436,266,129,73,0,4381,3713,407,0,8,0,214,39,2221,1096,1125,461,83,20,4,0,1015,104,104,80,43,63,59,13,57,46,109,96,142,47,31,21,0
48201223002,14000US48201223002,"Census Tract 2230.02, Harris County, Texas","Census Tract 2230.02, Harris County, Texas",tx,140,0,ACSSF,6624,,,,,48,201,,,,223002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4193,14666.08,0.28589785,4193,473,530,284,109,634,685,395,368,275,315,109,16,4193,3710,352,30,19,0,67,15,2163,1231,932,328,40,5,0,0,1204,188,260,48,156,122,96,71,44,27,65,52,47,7,8,13,0
48201223100,14000US48201223100,"Census Tract 2231, Harris County, Texas","Census Tract 2231, Harris County, Texas",tx,140,0,ACSSF,6625,,,,,48,201,,,,223100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2173,1184.422,1.834649427,2173,153,249,204,124,223,362,240,245,205,94,71,3,2173,1440,220,0,5,0,410,98,1220,564,656,344,36,10,10,0,593,68,3,28,69,19,84,17,24,19,63,88,59,40,0,10,2
48201230100,14000US48201230100,"Census Tract 2301, Harris County, Texas","Census Tract 2301, Harris County, Texas",tx,140,0,ACSSF,6626,,,,,48,201,,,,230100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236,2353.467,0.525182742,1236,70,95,74,17,89,236,162,88,173,148,63,21,1236,275,959,0,0,0,2,0,891,217,674,399,125,43,16,15,475,78,15,81,26,56,51,11,15,12,22,41,41,19,7,0,0
48201230200,14000US48201230200,"Census Tract 2302, Harris County, Texas","Census Tract 2302, Harris County, Texas",tx,140,0,ACSSF,6627,,,,,48,201,,,,230200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4808,1600.709,3.003669515,4808,216,547,338,137,318,691,360,728,680,486,207,100,4808,397,3981,5,0,0,313,112,3252,675,2577,1269,368,130,43,0,1773,193,271,183,173,126,77,134,94,74,94,120,92,49,42,36,15
48201230300,14000US48201230300,"Census Tract 2303, Harris County, Texas","Census Tract 2303, Harris County, Texas",tx,140,0,ACSSF,6628,,,,,48,201,,,,230300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113,3137.198,0.67353092,2113,216,174,118,60,132,282,314,224,336,146,73,38,2113,733,1234,6,0,0,37,103,1413,430,983,413,84,51,15,0,766,127,68,77,92,50,58,17,15,35,61,80,51,11,18,0,6
48201230400,14000US48201230400,"Census Tract 2304, Harris County, Texas","Census Tract 2304, Harris County, Texas",tx,140,0,ACSSF,6629,,,,,48,201,,,,230400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246,2924.655,1.10987464,3246,243,174,207,94,278,528,358,319,687,122,166,70,3246,1382,1444,10,0,16,251,143,2250,900,1350,776,237,38,0,0,1231,169,62,88,215,74,60,75,197,0,45,95,125,15,0,11,0
48201230500,14000US48201230500,"Census Tract 2305, Harris County, Texas","Census Tract 2305, Harris County, Texas",tx,140,0,ACSSF,6630,,,,,48,201,,,,230500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,2619.905,1.335926267,3500,383,317,305,110,272,765,400,233,368,152,143,52,3500,2483,719,10,32,0,223,33,2113,820,1293,703,72,46,7,0,1104,156,26,123,142,51,111,47,31,57,79,96,39,92,41,13,0
48201230600,14000US48201230600,"Census Tract 2306, Harris County, Texas","Census Tract 2306, Harris County, Texas",tx,140,0,ACSSF,6631,,,,,48,201,,,,230600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804,3352.076,0.83649654,2804,189,248,289,70,244,336,317,347,368,266,116,14,2804,1002,1701,24,0,0,73,4,1764,621,1143,535,142,43,0,0,900,95,78,108,87,80,92,21,16,44,72,110,64,22,11,0,0
48201230700,14000US48201230700,"Census Tract 2307, Harris County, Texas","Census Tract 2307, Harris County, Texas",tx,140,0,ACSSF,6632,,,,,48,201,,,,230700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,2389.979,1.041850001,2490,260,206,136,92,202,387,231,292,307,196,162,19,2490,606,1707,0,0,0,162,15,1594,477,1117,547,236,106,5,5,855,148,84,97,49,69,64,5,81,22,44,88,78,9,6,4,7
48201230800,14000US48201230800,"Census Tract 2308, Harris County, Texas","Census Tract 2308, Harris County, Texas",tx,140,0,ACSSF,6633,,,,,48,201,,,,230800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2361,3302.022,0.71501644,2361,166,152,124,71,258,380,220,318,242,200,189,41,2361,615,1617,0,0,0,122,7,1590,507,1083,371,89,31,0,0,854,99,119,74,67,49,52,69,27,71,70,29,80,27,5,16,0
48201230900,14000US48201230900,"Census Tract 2309, Harris County, Texas","Census Tract 2309, Harris County, Texas",tx,140,0,ACSSF,6634,,,,,48,201,,,,230900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3526,1436.457,2.454651141,3526,266,226,220,165,219,432,480,526,515,296,150,31,3526,776,2645,0,0,0,57,48,2430,788,1642,779,170,35,9,9,1478,354,124,203,108,84,34,127,74,35,139,51,61,49,0,11,24
48201231000,14000US48201231000,"Census Tract 2310, Harris County, Texas","Census Tract 2310, Harris County, Texas",tx,140,0,ACSSF,6635,,,,,48,201,,,,231000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3835,2410.659,1.590851386,3835,233,261,211,89,564,511,379,551,425,367,231,13,3835,1474,2144,0,0,0,67,150,2477,825,1652,616,72,42,0,0,1238,169,82,55,94,97,117,114,113,44,59,107,121,34,0,0,32
48201231100,14000US48201231100,"Census Tract 2311, Harris County, Texas","Census Tract 2311, Harris County, Texas",tx,140,0,ACSSF,6636,,,,,48,201,,,,231100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4750,1114.173,4.263252957,4750,427,604,253,278,373,937,495,445,545,240,145,8,4750,2724,1483,0,0,0,528,15,2815,1136,1679,720,100,36,36,11,1404,124,163,231,51,73,79,92,41,46,192,130,78,39,36,21,8
48201231200,14000US48201231200,"Census Tract 2312, Harris County, Texas","Census Tract 2312, Harris County, Texas",tx,140,0,ACSSF,6637,,,,,48,201,,,,231200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7915,1476.362,5.36114955,7915,609,414,828,601,857,1173,881,993,1019,325,196,19,7915,1440,5690,20,0,0,750,15,4606,1281,3325,1447,472,185,19,19,2331,277,172,233,123,262,120,146,155,32,166,416,199,19,11,0,0
48201231300,14000US48201231300,"Census Tract 2313, Harris County, Texas","Census Tract 2313, Harris County, Texas",tx,140,0,ACSSF,6638,,,,,48,201,,,,231300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,2351.694,1.856959569,4367,312,301,226,273,504,407,626,657,498,453,31,79,4367,716,3546,0,0,0,82,23,2751,452,2299,1258,436,150,62,55,1484,227,170,50,151,190,79,115,46,17,109,101,107,55,52,15,0
48201231400,14000US48201231400,"Census Tract 2314, Harris County, Texas","Census Tract 2314, Harris County, Texas",tx,140,0,ACSSF,6639,,,,,48,201,,,,231400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604,2015.028,1.292289771,2604,183,185,131,79,257,188,306,343,333,365,205,29,2604,113,2351,0,0,0,140,0,1769,386,1383,843,237,104,9,9,918,118,44,60,24,76,69,86,49,42,86,81,132,22,29,0,0
48201231500,14000US48201231500,"Census Tract 2315, Harris County, Texas","Census Tract 2315, Harris County, Texas",tx,140,0,ACSSF,6640,,,,,48,201,,,,231500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3071,6859.159,0.447722538,3071,198,351,184,148,199,430,371,330,329,261,245,25,3071,160,2792,0,0,29,9,81,1991,348,1643,718,215,61,0,0,953,99,82,139,112,32,112,47,41,6,57,89,92,20,20,5,0
48201231600,14000US48201231600,"Census Tract 2316, Harris County, Texas","Census Tract 2316, Harris County, Texas",tx,140,0,ACSSF,6641,,,,,48,201,,,,231600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627,4086.885,0.64278792,2627,69,139,127,125,199,252,237,466,351,443,200,19,2627,475,2093,14,0,0,40,5,1968,426,1542,734,222,87,15,8,1018,55,86,135,75,81,51,31,79,61,82,118,61,60,0,17,26
48201231700,14000US48201231700,"Census Tract 2317, Harris County, Texas","Census Tract 2317, Harris County, Texas",tx,140,0,ACSSF,6642,,,,,48,201,,,,231700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3414,2090.194,1.633341544,3414,415,391,291,144,249,561,500,362,241,129,66,65,3414,2655,177,0,0,0,570,12,1924,1045,879,204,49,10,10,0,973,79,82,90,32,141,73,99,40,38,168,55,27,6,0,35,8
48201231800,14000US48201231800,"Census Tract 2318, Harris County, Texas","Census Tract 2318, Harris County, Texas",tx,140,0,ACSSF,6643,,,,,48,201,,,,231800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2705,2496.281,1.08361197,2705,209,225,236,170,303,293,316,228,343,261,88,33,2705,1525,797,63,0,0,320,0,1562,564,998,487,186,90,18,13,790,89,74,68,41,43,54,39,43,59,97,46,70,39,10,5,13
48201231900,14000US48201231900,"Census Tract 2319, Harris County, Texas","Census Tract 2319, Harris County, Texas",tx,140,0,ACSSF,6644,,,,,48,201,,,,231900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6715,1977.312,3.396025001,6715,459,397,657,278,611,527,1115,712,851,688,403,17,6715,932,5783,0,0,0,0,0,4313,597,3716,1481,363,167,0,0,2282,138,244,99,233,363,100,151,177,321,73,123,166,38,17,39,0
48201232000,14000US48201232000,"Census Tract 2320, Harris County, Texas","Census Tract 2320, Harris County, Texas",tx,140,0,ACSSF,6645,,,,,48,201,,,,232000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4305,699.1393,6.157571386,4305,129,426,252,217,351,810,622,369,528,395,178,28,4305,1794,1886,50,10,0,565,0,2930,971,1959,1107,348,103,0,0,1221,27,18,66,41,142,98,79,33,76,88,140,162,150,31,55,15
48201232100,14000US48201232100,"Census Tract 2321, Harris County, Texas","Census Tract 2321, Harris County, Texas",tx,140,0,ACSSF,6646,,,,,48,201,,,,232100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196,2577.43,1.239994934,3196,253,245,257,168,372,606,412,388,275,153,32,35,3196,1997,765,0,0,0,434,0,1901,855,1046,354,116,34,23,12,901,50,78,95,73,62,63,55,84,75,76,107,39,20,17,7,0
48201232200,14000US48201232200,"Census Tract 2322, Harris County, Texas","Census Tract 2322, Harris County, Texas",tx,140,0,ACSSF,6647,,,,,48,201,,,,232200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15112,1973.502,7.657454011,15112,1522,1736,887,191,1078,2978,3058,1664,1084,614,93,207,15112,8591,3979,25,922,0,1147,448,9698,1292,8406,6847,4312,1578,421,62,5600,378,49,261,230,199,360,284,373,127,521,305,584,556,144,479,750
48201232301,14000US48201232301,"Census Tract 2323.01, Harris County, Texas","Census Tract 2323.01, Harris County, Texas",tx,140,0,ACSSF,6648,,,,,48,201,,,,232301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9812,985.376,9.957620653,9812,1122,1326,900,516,704,1626,1510,906,651,418,79,54,9812,6323,2543,0,0,0,917,29,5244,1522,3722,1854,637,116,0,0,3017,307,211,218,107,206,216,176,266,225,226,411,265,133,0,11,39
48201232302,14000US48201232302,"Census Tract 2323.02, Harris County, Texas","Census Tract 2323.02, Harris County, Texas",tx,140,0,ACSSF,6649,,,,,48,201,,,,232302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11129,2419.85,4.599045247,11129,1267,1101,928,389,880,2309,1607,1089,935,350,254,20,11129,5953,3944,44,47,0,858,283,6564,1916,4648,2735,733,219,140,18,2843,14,86,65,139,178,143,156,204,154,332,346,500,196,193,120,17
48201232401,14000US48201232401,"Census Tract 2324.01, Harris County, Texas","Census Tract 2324.01, Harris County, Texas",tx,140,0,ACSSF,6650,,,,,48,201,,,,232401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8920,1601.157,5.570970599,8920,736,974,892,349,1037,1098,1553,1011,865,186,86,133,8920,5296,2290,0,465,0,514,355,4932,1428,3504,2183,966,288,70,70,2491,232,49,122,45,93,114,113,118,139,383,265,246,373,84,72,43
48201232402,14000US48201232402,"Census Tract 2324.02, Harris County, Texas","Census Tract 2324.02, Harris County, Texas",tx,140,0,ACSSF,6651,,,,,48,201,,,,232402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3952,6873.713,0.574943977,3952,225,434,232,295,514,531,519,473,454,134,119,22,3952,2113,1415,10,98,0,292,24,2252,715,1537,918,157,56,20,20,1194,111,86,71,100,56,42,112,35,48,185,80,75,125,47,21,0
48201232403,14000US48201232403,"Census Tract 2324.03, Harris County, Texas","Census Tract 2324.03, Harris County, Texas",tx,140,0,ACSSF,6652,,,,,48,201,,,,232403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4682,5677.899,0.824600732,4682,403,375,390,222,645,763,511,538,499,263,73,0,4682,2603,1500,32,10,0,528,9,2647,891,1756,1101,305,63,8,8,1501,104,62,49,28,268,90,121,78,51,211,147,133,89,21,26,23
48201232500,14000US48201232500,"Census Tract 2325, Harris County, Texas","Census Tract 2325, Harris County, Texas",tx,140,0,ACSSF,6653,,,,,48,201,,,,232500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,888.3375,4.410485686,3918,244,214,218,129,512,600,518,682,406,330,34,31,3918,2759,796,0,0,0,351,12,2601,939,1662,764,110,11,11,11,821,84,21,50,52,47,54,87,48,13,57,160,81,42,13,3,9
48201232600,14000US48201232600,"Census Tract 2326, Harris County, Texas","Census Tract 2326, Harris County, Texas",tx,140,0,ACSSF,6654,,,,,48,201,,,,232600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2971,1257.449,2.362720599,2971,178,319,170,180,271,338,448,457,302,155,98,55,2971,2173,360,0,28,0,399,11,1853,777,1076,657,115,34,7,0,930,34,36,33,69,65,50,55,22,66,133,184,93,56,6,28,0
48201232701,14000US48201232701,"Census Tract 2327.01, Harris County, Texas","Census Tract 2327.01, Harris County, Texas",tx,140,0,ACSSF,6655,,,,,48,201,,,,232701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8514,4723.079,1.802637696,8514,1095,824,687,191,1141,1309,1154,997,635,255,212,14,8514,5366,2039,0,104,0,987,18,4576,2059,2517,1451,291,67,0,0,2430,240,79,196,227,121,254,192,147,225,243,288,121,97,0,0,0
48201232702,14000US48201232702,"Census Tract 2327.02, Harris County, Texas","Census Tract 2327.02, Harris County, Texas",tx,140,0,ACSSF,6656,,,,,48,201,,,,232702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6258,3703.101,1.689935243,6258,639,621,547,236,579,1286,764,700,376,213,238,59,6258,3619,1473,0,95,22,1049,0,3636,1606,2030,915,175,92,32,19,2124,202,156,386,188,153,106,166,154,94,204,96,116,45,13,45,0
48201232800,14000US48201232800,"Census Tract 2328, Harris County, Texas","Census Tract 2328, Harris County, Texas",tx,140,0,ACSSF,6657,,,,,48,201,,,,232800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097,7969.681,0.765024394,6097,359,292,751,434,979,903,1001,886,366,57,38,31,6097,3143,2331,0,32,0,346,245,3282,616,2666,1645,490,118,56,13,2194,83,0,142,184,122,85,362,100,61,234,236,311,141,61,72,0
48201232900,14000US48201232900,"Census Tract 2329, Harris County, Texas","Census Tract 2329, Harris County, Texas",tx,140,0,ACSSF,6658,,,,,48,201,,,,232900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,5734.052,1.261586154,7234,615,456,360,173,1109,1224,707,726,1297,369,161,37,7234,3163,2865,0,428,0,440,338,4521,852,3669,2493,913,256,29,17,2738,285,48,92,192,219,169,62,178,78,367,332,260,190,117,80,69
48201233001,14000US48201233001,"Census Tract 2330.01, Harris County, Texas","Census Tract 2330.01, Harris County, Texas",tx,140,0,ACSSF,6659,,,,,48,201,,,,233001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920,10735.99,0.365127174,3920,355,388,361,158,648,607,466,348,329,132,117,11,3920,1856,1825,0,0,18,185,36,2010,347,1663,1001,369,103,40,6,1406,79,51,196,134,79,99,21,77,99,110,76,193,69,56,25,42
48201233002,14000US48201233002,"Census Tract 2330.02, Harris County, Texas","Census Tract 2330.02, Harris County, Texas",tx,140,0,ACSSF,6660,,,,,48,201,,,,233002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202,6304.854,0.666470655,4202,201,218,369,229,515,426,446,710,657,243,164,24,4202,2217,1568,29,84,0,304,0,2670,436,2234,1490,590,230,30,8,1247,10,0,49,41,43,34,109,36,59,118,130,150,104,154,122,88
48201233003,14000US48201233003,"Census Tract 2330.03, Harris County, Texas","Census Tract 2330.03, Harris County, Texas",tx,140,0,ACSSF,6661,,,,,48,201,,,,233003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2371,6082.307,0.389819181,2371,268,161,132,49,227,328,334,200,237,291,114,30,2371,1643,426,4,14,0,218,66,1534,233,1301,874,355,91,6,6,807,33,22,32,51,36,69,23,39,0,50,61,206,133,1,22,29
48201233101,14000US48201233101,"Census Tract 2331.01, Harris County, Texas","Census Tract 2331.01, Harris County, Texas",tx,140,0,ACSSF,6662,,,,,48,201,,,,233101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4285,6399.158,0.669619319,4285,471,587,305,182,443,652,613,447,297,146,105,37,4285,3134,115,175,81,0,688,92,2297,1052,1245,572,176,67,6,6,1232,103,65,104,200,141,61,91,56,36,43,131,133,36,16,7,9
48201233102,14000US48201233102,"Census Tract 2331.02, Harris County, Texas","Census Tract 2331.02, Harris County, Texas",tx,140,0,ACSSF,6663,,,,,48,201,,,,233102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7330,7766.742,0.943767693,7330,753,737,889,602,740,961,1046,910,415,204,57,16,7330,5625,7,110,0,0,1518,70,3609,2040,1569,613,119,68,22,9,1735,124,111,111,141,101,175,155,109,58,238,214,127,56,0,0,15
48201233103,14000US48201233103,"Census Tract 2331.03, Harris County, Texas","Census Tract 2331.03, Harris County, Texas",tx,140,0,ACSSF,6664,,,,,48,201,,,,233103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5330,8459.843,0.630035352,5330,643,474,602,243,606,950,901,461,184,199,59,8,5330,4455,20,0,11,0,616,228,2762,1674,1088,514,56,26,18,0,1433,145,54,211,211,94,64,134,76,95,127,52,92,60,0,0,18
48201233200,14000US48201233200,"Census Tract 2332, Harris County, Texas","Census Tract 2332, Harris County, Texas",tx,140,0,ACSSF,6665,,,,,48,201,,,,233200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5821,4791.471,1.214867019,5821,650,395,402,283,654,532,800,813,683,295,248,66,5821,4514,122,0,159,0,1026,0,3437,1557,1880,876,214,52,25,0,1768,134,108,115,65,137,88,110,102,47,263,178,212,142,13,39,15
48201233300,14000US48201233300,"Census Tract 2333, Harris County, Texas","Census Tract 2333, Harris County, Texas",tx,140,0,ACSSF,6666,,,,,48,201,,,,233300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5285,1312.055,4.028032176,5285,472,464,461,374,657,745,749,553,425,216,159,10,5285,4176,0,71,0,0,945,93,2857,1767,1090,468,66,0,0,0,1330,99,141,86,80,77,28,91,88,81,182,146,132,36,31,0,32
48201233400,14000US48201233400,"Census Tract 2334, Harris County, Texas","Census Tract 2334, Harris County, Texas",tx,140,0,ACSSF,6667,,,,,48,201,,,,233400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2826,2796.83,1.010429778,2826,173,295,225,67,341,361,375,281,471,166,49,22,2826,2231,330,39,0,0,195,31,1725,779,946,475,87,38,32,0,988,129,143,149,23,56,84,93,49,12,99,74,21,53,3,0,0
48201233500,14000US48201233500,"Census Tract 2335, Harris County, Texas","Census Tract 2335, Harris County, Texas",tx,140,0,ACSSF,6668,,,,,48,201,,,,233500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7927,7359.369,1.077130473,7927,723,657,763,179,647,1262,1135,956,739,314,472,80,7927,7139,150,0,20,0,456,162,4958,2475,2483,1286,215,38,28,0,2188,70,165,242,314,172,258,70,121,62,177,206,162,27,37,105,0
48201233600,14000US48201233600,"Census Tract 2336, Harris County, Texas","Census Tract 2336, Harris County, Texas",tx,140,0,ACSSF,6669,,,,,48,201,,,,233600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2160,1602.708,1.347719372,2160,265,160,143,115,186,224,221,367,276,114,66,23,2160,842,1170,0,19,0,85,44,1291,362,929,498,158,55,0,0,765,117,54,62,53,47,132,29,55,31,70,31,14,43,18,3,6
48201233701,14000US48201233701,"Census Tract 2337.01, Harris County, Texas","Census Tract 2337.01, Harris County, Texas",tx,140,0,ACSSF,6670,,,,,48,201,,,,233701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5479,2053.698,2.667871048,5479,252,635,571,212,590,978,616,811,346,162,166,140,5479,4100,608,5,0,0,766,0,3219,1248,1971,1058,222,59,0,0,1486,106,36,202,89,44,97,104,51,63,132,186,150,135,0,86,5
48201233702,14000US48201233702,"Census Tract 2337.02, Harris County, Texas","Census Tract 2337.02, Harris County, Texas",tx,140,0,ACSSF,6671,,,,,48,201,,,,233702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3185,3306.814,0.963162764,3185,328,317,294,130,395,427,437,313,296,150,68,30,3185,2506,20,42,6,0,611,0,1721,779,942,456,36,8,0,0,804,33,25,0,62,82,64,101,30,54,78,71,151,13,7,25,8
48201233703,14000US48201233703,"Census Tract 2337.03, Harris County, Texas","Census Tract 2337.03, Harris County, Texas",tx,140,0,ACSSF,6672,,,,,48,201,,,,233703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2431,894.9723,2.716285172,2431,217,217,269,75,239,350,323,416,143,86,64,32,2431,2063,0,0,0,0,338,30,1414,600,814,263,66,17,11,0,715,36,56,65,70,60,69,11,30,40,64,83,84,38,9,0,0
48201240100,14000US48201240100,"Census Tract 2401, Harris County, Texas","Census Tract 2401, Harris County, Texas",tx,140,0,ACSSF,6673,,,,,48,201,,,,240100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,2982.078,1.384269734,4128,473,586,264,113,423,822,650,315,344,125,13,0,4128,2339,1194,138,112,0,256,89,2269,748,1521,841,210,41,41,21,1532,217,68,113,261,92,124,184,120,21,149,89,62,7,0,17,8
48201240400,14000US48201240400,"Census Tract 2404, Harris County, Texas","Census Tract 2404, Harris County, Texas",tx,140,0,ACSSF,6674,,,,,48,201,,,,240400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7409,918.4193,8.067121547,7409,638,614,845,453,763,710,1229,795,682,489,191,0,7409,4368,1911,0,131,0,823,176,4096,1204,2892,1962,741,300,125,82,2173,113,141,86,124,42,156,50,80,165,207,273,388,134,25,88,101
48201240501,14000US48201240501,"Census Tract 2405.01, Harris County, Texas","Census Tract 2405.01, Harris County, Texas",tx,140,0,ACSSF,6675,,,,,48,201,,,,240501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5804,4577.335,1.26798657,5804,699,656,342,136,669,1514,789,538,327,104,9,21,5804,3149,2157,0,71,0,183,244,3302,967,2335,1232,183,34,0,0,2234,147,172,321,254,212,220,138,131,134,243,128,100,21,0,13,0
48201240502,14000US48201240502,"Census Tract 2405.02, Harris County, Texas","Census Tract 2405.02, Harris County, Texas",tx,140,0,ACSSF,6676,,,,,48,201,,,,240502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832,19489.48,0.247928562,4832,905,482,93,128,683,954,568,613,257,70,18,61,4832,1976,2444,0,57,0,216,139,2541,963,1578,945,175,65,0,0,1977,541,236,263,169,118,167,138,114,57,69,72,13,0,20,0,0
48201240600,14000US48201240600,"Census Tract 2406, Harris County, Texas","Census Tract 2406, Harris County, Texas",tx,140,0,ACSSF,6677,,,,,48,201,,,,240600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806,2971.884,0.944182367,2806,369,299,187,119,366,645,368,324,65,52,12,0,2806,1625,986,0,20,0,93,82,1466,507,959,479,93,0,0,0,1075,147,59,99,179,105,91,129,101,45,68,16,11,25,0,0,0
48201240701,14000US48201240701,"Census Tract 2407.01, Harris County, Texas","Census Tract 2407.01, Harris County, Texas",tx,140,0,ACSSF,6678,,,,,48,201,,,,240701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15059,5263.912,2.860800127,15059,1664,1377,1192,1015,1386,2642,2664,1588,1237,244,20,30,15059,4427,6983,53,292,0,2957,347,8425,1376,7049,4655,1478,439,79,59,4514,255,117,200,386,128,282,131,262,264,456,753,527,501,85,103,64
